"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 15, 2015","101.7177","102.6653","104.5985","101.4079","-","-0.62%"
"Jan 14, 2015","102.3496","100.4486","102.4468","99.9516","-","1.05%"
"Jan 13, 2015","101.2909","101.9287","101.9640","100.8291","-","-0.59%"
"Jan 12, 2015","101.8950","103.4818","103.5086","101.8691","-","-1.67%"
"Jan 09, 2015","103.6223","103.8437","103.9951","103.2831","-","-0.01%"
"Jan 08, 2015","103.6365","103.6904","103.9883","103.3453","-","0.11%"
"Jan 07, 2015","103.5252","104.0556","104.4013","103.1933","-","-0.54%"
"Jan 06, 2015","104.0825","104.0639","104.4360","103.3870","-","0.20%"
"Jan 05, 2015","103.8730","104.2101","104.3957","103.7422","-","0.01%"
"Jan 02, 2015","103.8614","104.5145","104.6814","103.7625","-","-0.45%"
"Dec 31, 2014","104.3285","106.0548","106.0991","104.1470","-","-1.67%"
"Dec 30, 2014","106.1031","106.2486","106.6220","105.7551","-","-0.01%"
"Dec 29, 2014","106.1130","106.9132","107.0558","105.8119","-","-0.35%"
"Dec 26, 2014","106.4859","106.5289","106.7767","106.2268","-","0.30%"
"Dec 24, 2014","106.1649","107.5650","107.5771","106.0032","-","-1.33%"
"Dec 23, 2014","107.5993","107.2385","107.6289","106.7903","-","0.54%"
"Dec 22, 2014","107.0226","108.5628","108.7586","106.9416","-","-1.51%"
"Dec 19, 2014","108.6600","108.5176","108.9012","108.2242","-","0.13%"
"Dec 18, 2014","108.5242","108.9477","110.0844","108.5016","-","-0.30%"
"Dec 17, 2014","108.8532","108.1862","109.4446","107.7274","-","0.55%"
"Dec 16, 2014","108.2629","109.5319","109.5825","108.0716","-","-1.38%"
"Dec 15, 2014","109.7779","109.7779","109.7779","109.7779","-","-0.90%"
"Dec 12, 2014","110.7697","110.6288","111.1126","110.4854","-","0.08%"
"Dec 11, 2014","110.6821","111.1889","111.4507","110.5000","-","-0.18%"
"Dec 10, 2014","110.8790","111.6447","111.9264","110.6424","-","-1.00%"
"Dec 09, 2014","111.9937","110.5832","112.1305","110.4571","-","1.19%"
"Dec 08, 2014","110.6721","111.8986","111.9857","110.6395","-","-1.36%"
"Dec 05, 2014","112.2006","112.0652","112.3637","111.6000","-","0.00%"
"Dec 04, 2014","112.1997","112.3002","112.4024","111.8420","-","0.03%"
"Dec 03, 2014","112.1638","112.5653","112.7104","111.8883","-","-0.31%"
"Dec 02, 2014","112.5138","114.3400","114.3803","112.4541","-","-1.99%"
"Dec 01, 2014","114.7970","111.4802","114.8366","111.0612","-","1.64%"
"Nov 28, 2014","112.9451","115.3768","115.4160","112.8565","-","-3.87%"
"Nov 26, 2014","117.4897","117.8190","118.0313","117.4132","-","-0.17%"
"Nov 25, 2014","117.6903","117.1706","117.9807","117.0986","-","0.40%"
"Nov 24, 2014","117.2245","117.5212","117.8581","117.0730","-","-0.75%"
"Nov 21, 2014","118.1138","117.8415","118.7349","117.5167","-","0.17%"
"Nov 20, 2014","117.9160","116.9042","117.9457","116.8644","-","0.69%"
"Nov 19, 2014","117.1025","116.6614","117.7116","116.4543","-","0.27%"
"Nov 18, 2014","116.7847","117.1512","117.7292","116.3303","-","-0.59%"
"Nov 17, 2014","117.4780","117.1520","117.4926","116.6227","-","0.51%"
"Nov 14, 2014","116.8782","115.9371","117.0874","115.3634","-","0.81%"
"Nov 13, 2014","115.9414","117.1910","117.3915","115.8941","-","-1.18%"
"Nov 12, 2014","117.3225","117.3422","118.2160","117.1967","-","-0.20%"
"Nov 11, 2014","117.5562","116.5679","117.6262","115.6845","-","0.88%"
"Nov 10, 2014","116.5363","118.1797","118.4065","116.5096","-","-0.97%"
"Nov 07, 2014","117.6761","116.8997","117.9744","116.7150","-","0.58%"
"Nov 06, 2014","116.9938","116.3569","116.9968","115.8362","-","0.59%"
"Nov 05, 2014","116.3039","116.4657","116.4808","115.4073","-","-0.15%"
"Nov 04, 2014","116.4809","117.4495","117.5505","116.2410","-","-1.05%"
"Nov 03, 2014","117.7226","117.7894","118.3508","117.5881","-","-0.01%"
"Oct 31, 2014","117.7365","117.9586","118.1064","116.7527","-","-0.18%"
"Oct 30, 2014","117.9486","118.7839","118.8587","117.6984","-","-0.95%"
"Oct 29, 2014","119.0795","117.9485","119.2165","117.8531","-","1.12%"
"Oct 28, 2014","117.7636","116.7179","117.7815","116.6534","-","0.80%"
"Oct 27, 2014","116.8334","116.2431","116.8545","115.7011","-","0.22%"
"Oct 24, 2014","116.5802","117.1466","117.3296","116.4253","-","-0.56%"
"Oct 23, 2014","117.2404","116.3990","117.2649","116.3582","-","0.50%"
"Oct 22, 2014","116.6535","117.3754","118.0310","116.6102","-","-0.69%"
"Oct 21, 2014","117.4681","116.6506","117.5026","116.5587","-","0.74%"
"Oct 20, 2014","116.6059","117.2012","117.4466","116.2066","-","-0.71%"
"Oct 17, 2014","117.4452","117.8004","117.8343","117.2508","-","-0.09%"
"Oct 16, 2014","117.5465","116.8187","117.8698","116.1964","-","0.47%"
"Oct 15, 2014","116.9992","118.2142","118.4417","116.8820","-","-1.19%"
"Oct 14, 2014","118.4048","118.9092","119.2777","118.3607","-","-0.53%"
"Oct 13, 2014","119.0406","118.1774","119.1040","117.8527","-","0.71%"
"Oct 10, 2014","118.2045","118.3397","118.8631","117.8225","-","-0.53%"
"Oct 09, 2014","118.8325","119.3917","119.7900","118.7774","-","0.02%"
"Oct 08, 2014","118.8028","119.4839","119.5205","118.6921","-","-0.88%"
"Oct 07, 2014","119.8569","119.5832","120.1733","119.2172","-","0.23%"
"Oct 06, 2014","119.5825","118.0177","119.5968","117.9010","-","1.33%"
"Oct 03, 2014","118.0182","118.4298","118.6295","117.6944","-","-0.17%"
"Oct 02, 2014","118.2173","118.6886","118.8557","117.7308","-","-0.29%"
"Oct 01, 2014","118.5566","118.5069","119.4202","118.3798","-","-0.11%"
"Sep 30, 2014","118.6922","120.2773","120.5314","118.6051","-","-1.44%"
"Sep 29, 2014","120.4245","118.9651","120.4516","118.8843","-","1.04%"
"Sep 26, 2014","119.1847","119.0976","119.4588","118.8022","-","0.09%"
"Sep 25, 2014","119.0828","119.4140","119.4140","118.5452","-","-0.37%"
"Sep 24, 2014","119.5306","118.6135","119.5839","118.4297","-","0.78%"
"Sep 23, 2014","118.6006","118.7691","119.3924","118.5838","-","-0.02%"
"Sep 22, 2014","118.6252","118.8943","118.9579","118.2027","-","-0.72%"
"Sep 19, 2014","119.4850","120.3619","120.4962","119.3955","-","-0.83%"
"Sep 18, 2014","120.4843","121.5154","121.6375","120.4562","-","-1.28%"
"Sep 17, 2014","122.0424","122.3068","122.4018","121.7949","-","-0.18%"
"Sep 16, 2014","122.2611","121.6832","122.3414","121.1070","-","0.74%"
"Sep 15, 2014","121.3571","120.8646","121.4799","120.7641","-","0.05%"
"Sep 12, 2014","121.2991","121.7921","122.0489","121.0162","-","-0.27%"
"Sep 11, 2014","121.6292","122.6806","122.6964","121.1281","-","-0.82%"
"Sep 10, 2014","122.6383","123.7462","123.7462","122.5159","-","-0.68%"
"Sep 09, 2014","123.4755","124.2146","124.2257","123.4334","-","-0.62%"
"Sep 08, 2014","124.2431","124.9476","125.1751","124.0698","-","-0.49%"
"Sep 05, 2014","124.8522","124.8702","125.0451","124.4795","-","0.14%"
"Sep 04, 2014","124.6729","125.3229","125.6154","124.5911","-","-0.40%"
"Sep 03, 2014","125.1742","125.4339","125.5987","124.7671","-","-0.10%"
"Sep 02, 2014","125.3004","126.1774","126.4611","125.2755","-","-1.01%"
"Aug 29, 2014","126.5745","126.4542","126.6976","126.2291","-","0.20%"
"Aug 28, 2014","126.3261","126.0004","126.5461","125.9157","-","0.25%"
"Aug 27, 2014","126.0103","125.9749","126.3094","125.6183","-","0.10%"
"Aug 26, 2014","125.8897","125.4051","126.0910","125.3941","-","0.39%"
"Aug 25, 2014","125.4041","125.3766","125.6757","125.1643","-","-0.01%"
"Aug 22, 2014","125.4217","125.6208","125.6208","125.4217","-","-0.05%"
"Aug 21, 2014","125.4898","125.1442","125.6318","124.8973","-","0.18%"
"Aug 20, 2014","125.2677","124.9822","125.4685","124.8005","-","0.23%"
"Aug 19, 2014","124.9821","125.1370","125.4879","124.8575","-","-0.12%"
"Aug 18, 2014","125.1340","125.3178","125.4508","125.0093","-","-0.46%"
"Aug 15, 2014","125.7131","125.6147","125.8404","125.1355","-","0.05%"
"Aug 14, 2014","125.6506","125.9772","126.1438","125.5711","-","-0.49%"
"Aug 13, 2014","126.2692","126.8230","126.9350","126.0930","-","-0.48%"
"Aug 12, 2014","126.8747","127.5025","127.7181","126.7439","-","-0.63%"
"Aug 11, 2014","127.6818","127.5082","127.8099","127.2552","-","0.27%"
"Aug 08, 2014","127.3322","127.6899","127.9788","127.0934","-","-0.31%"
"Aug 07, 2014","127.7319","128.1423","128.3080","127.5717","-","-0.38%"
"Aug 06, 2014","128.2155","127.3929","128.2600","127.0452","-","0.78%"
"Aug 05, 2014","127.2269","127.7646","127.9030","127.0152","-","-0.54%"
"Aug 04, 2014","127.9139","127.3111","128.1575","127.2776","-","0.65%"
"Aug 01, 2014","127.0890","127.8270","128.0014","127.0642","-","-0.65%"
"Jul 31, 2014","127.9143","128.2139","128.5881","127.8809","-","-0.42%"
"Jul 30, 2014","128.4524","128.4968","128.7896","128.1717","-","-0.14%"
"Jul 29, 2014","128.6299","129.2734","129.4839","128.1236","-","-0.55%"
"Jul 28, 2014","129.3386","129.3718","129.6808","129.1126","-","0.03%"
"Jul 25, 2014","129.3045","129.1185","129.3703","128.6220","-","0.20%"
"Jul 24, 2014","129.0494","129.2031","129.9427","128.9844","-","-0.08%"
"Jul 23, 2014","129.1567","128.7427","129.1750","128.6620","-","0.27%"
"Jul 22, 2014","128.8095","129.4826","129.7250","128.7611","-","-0.43%"
"Jul 21, 2014","129.3721","128.8433","129.4221","128.7515","-","0.06%"
"Jul 18, 2014","129.2916","130.0226","130.0994","129.1748","-","-0.53%"
"Jul 17, 2014","129.9820","129.7260","130.6101","129.4113","-","0.16%"
"Jul 16, 2014","129.7710","129.5985","130.2334","129.5797","-","0.22%"
"Jul 15, 2014","129.4809","130.0850","130.0854","129.0091","-","-0.53%"
"Jul 14, 2014","130.1670","130.1343","130.2097","129.6043","-","-0.02%"
"Jul 11, 2014","130.1882","131.0848","131.1814","129.9216","-","-0.73%"
"Jul 10, 2014","131.1412","131.4323","131.4635","131.1412","-","-0.31%"
"Jul 09, 2014","131.5479","132.2712","132.4882","131.4247","-","-0.62%"
"Jul 08, 2014","132.3622","132.6062","132.6062","132.3622","-","-0.22%"
"Jul 07, 2014","132.6600","133.6543","133.6837","132.4289","-","-1.16%"
"Jul 03, 2014","134.2159","134.2400","134.3218","133.9068","-","-0.05%"
"Jul 02, 2014","134.2875","134.1300","134.3698","133.8974","-","0.04%"
"Jul 01, 2014","134.2322","134.4196","134.5142","133.9245","-","-0.29%"
"Jun 30, 2014","134.6268","135.8867","135.8867","134.6033","-","-0.93%"
"Jun 27, 2014","135.8867","136.3613","136.4323","135.7205","-","-0.35%"
"Jun 26, 2014","136.3613","136.6259","136.8120","136.0009","-","-0.19%"
"Jun 25, 2014","136.6259","136.3393","136.6600","135.9354","-","0.21%"
"Jun 24, 2014","136.3393","136.1513","136.4341","135.7488","-","0.14%"
"Jun 23, 2014","136.1513","136.5546","137.1773","135.9712","-","-0.30%"
"Jun 20, 2014","136.5546","136.2680","136.6043","136.0884","-","0.21%"
"Jun 19, 2014","136.2680","134.8681","136.4055","134.8254","-","1.04%"
"Jun 18, 2014","134.8681","134.6609","135.1221","134.5358","-","0.15%"
"Jun 17, 2014","134.6609","134.7102","134.8077","134.1846","-","-0.04%"
"Jun 16, 2014","134.7102","134.7728","135.3675","134.6018","-","-0.05%"
"Jun 13, 2014","134.7728","134.2696","134.9359","134.2696","-","0.37%"
"Jun 12, 2014","134.2768","132.8375","134.3126","132.8368","-","1.08%"
"Jun 11, 2014","132.8375","133.2885","133.5068","132.8062","-","-0.34%"
"Jun 10, 2014","133.2885","133.7970","133.9014","133.2110","-","-0.38%"
"Jun 09, 2014","133.7970","133.7139","134.0019","133.6815","-","0.06%"
"Jun 06, 2014","133.7139","133.2865","133.7936","133.1185","-","0.32%"
"Jun 05, 2014","133.2865","133.2861","133.4443","132.9248","-","0.00%"
"Jun 04, 2014","133.2861","133.6078","133.7322","133.2288","-","-0.23%"
"Jun 03, 2014","133.5879","133.9812","134.0414","133.3214","-","-0.29%"
"Jun 02, 2014","133.9812","133.6506","134.2303","133.6506","-","0.11%"
"May 30, 2014","133.8324","134.7409","134.9993","133.7872","-","-0.67%"
"May 29, 2014","134.7409","134.7949","134.9676","134.5334","-","-0.04%"
"May 28, 2014","134.7949","134.7938","135.0691","134.2417","-","0.00%"
"May 27, 2014","134.7938","135.7130","135.7130","134.7512","-","-0.68%"
"May 23, 2014","135.7130","135.6012","136.0718","135.5177","-","0.08%"
"May 22, 2014","135.6012","135.6405","136.5078","135.5223","-","-0.03%"
"May 21, 2014","135.6405","135.6008","135.8537","135.2717","-","0.03%"
"May 20, 2014","135.6008","135.7201","136.2488","135.4876","-","-0.09%"
"May 19, 2014","135.7201","135.2348","136.0544","135.1507","-","0.36%"
"May 16, 2014","135.2348","135.7908","136.0515","135.1798","-","-0.41%"
"May 15, 2014","135.7908","136.6092","136.6092","135.5860","-","-0.60%"
"May 14, 2014","136.6092","136.3039","136.9212","136.2028","-","0.22%"
"May 13, 2014","136.3039","136.0531","136.5140","135.8712","-","0.18%"
"May 12, 2014","136.0531","135.7143","136.5730","135.6558","-","0.21%"
"May 09, 2014","135.7618","136.2816","136.6854","135.6685","-","-0.38%"
"May 08, 2014","136.2816","136.5841","136.8904","136.1169","-","-0.22%"
"May 07, 2014","136.5841","137.1970","137.3334","136.3623","-","-0.45%"
"May 06, 2014","137.1970","136.8194","137.4334","136.6894","-","0.28%"
"May 05, 2014","136.8194","136.6750","137.1199","136.6750","-","0.11%"
"May 02, 2014","136.6750","136.2771","136.8922","136.0912","-","0.29%"
"May 01, 2014","136.2771","137.7964","137.7964","136.2091","-","-1.10%"
"Apr 30, 2014","137.7964","138.6677","138.6677","137.2902","-","-0.63%"
"Apr 29, 2014","138.6677","137.8149","138.6677","137.5755","-","0.62%"
"Apr 28, 2014","137.8149","138.0458","138.6238","137.6226","-","-0.17%"
"Apr 25, 2014","138.0458","138.1660","138.4371","137.8596","-","-0.08%"
"Apr 24, 2014","138.1519","137.6169","138.3863","137.5612","-","0.39%"
"Apr 23, 2014","137.6169","137.3954","137.7563","137.2349","-","0.16%"
"Apr 22, 2014","137.3954","136.9121","137.5618","136.9059","-","0.35%"
"Apr 21, 2014","136.9121","137.6799","137.6799","136.7133","-","-0.56%"
"Apr 17, 2014","137.6799","137.0637","137.7119","136.7171","-","0.45%"
"Apr 16, 2014","137.0637","136.8214","137.8380","136.6121","-","0.18%"
"Apr 15, 2014","136.8214","137.3696","137.3696","136.1479","-","-0.40%"
"Apr 14, 2014","137.3696","136.4154","137.3857","136.4154","-","0.71%"
"Apr 11, 2014","136.4015","136.9841","137.0614","136.3666","-","-0.43%"
"Apr 10, 2014","136.9841","136.4738","137.1721","136.3238","-","0.37%"
"Apr 09, 2014","136.4738","136.0381","136.7563","135.6395","-","0.32%"
"Apr 08, 2014","136.0381","134.6134","136.0533","134.6134","-","1.06%"
"Apr 07, 2014","134.6134","134.7460","135.1852","134.2724","-","-0.10%"
"Apr 04, 2014","134.7460","134.2810","134.8566","134.1506","-","0.35%"
"Apr 03, 2014","134.2810","133.3962","134.2906","133.1235","-","0.66%"
"Apr 02, 2014","133.3962","133.6894","134.0898","133.2049","-","-0.22%"
"Apr 01, 2014","133.6894","134.5234","134.6345","133.6133","-","-0.62%"
"Mar 31, 2014","134.5234","134.7452","134.7468","133.3923","-","-0.16%"
"Mar 28, 2014","134.7452","134.6025","135.0901","134.5710","-","0.11%"
"Mar 27, 2014","134.6025","133.4428","134.6648","133.2026","-","0.87%"
"Mar 26, 2014","133.4428","133.6633","133.8231","133.1382","-","-0.16%"
"Mar 25, 2014","133.6633","133.0806","133.9779","133.0064","-","0.44%"
"Mar 24, 2014","133.0806","133.0245","133.4340","132.6818","-","0.10%"
"Mar 21, 2014","132.9440","133.2677","133.5023","132.9005","-","-0.24%"
"Mar 20, 2014","133.2677","134.8893","134.8893","133.0319","-","-1.20%"
"Mar 19, 2014","134.8893","134.7497","135.0171","133.9306","-","0.10%"
"Mar 18, 2014","134.7497","134.1247","134.8706","133.8039","-","0.47%"
"Mar 17, 2014","134.1247","134.8972","135.1799","133.9709","-","-0.57%"
"Mar 14, 2014","134.8972","134.5822","135.0857","134.2241","-","0.23%"
"Mar 13, 2014","134.5822","135.0323","135.3306","134.3259","-","-0.33%"
"Mar 12, 2014","135.0323","135.1758","135.2258","134.1209","-","-0.11%"
"Mar 11, 2014","135.1758","135.3744","135.9583","134.9225","-","-0.15%"
"Mar 10, 2014","135.3744","136.1425","136.1425","134.9272","-","-0.56%"
"Mar 07, 2014","136.1425","136.7388","137.1339","135.8846","-","-0.45%"
"Mar 06, 2014","136.7646","135.6503","136.8028","135.4132","-","0.82%"
"Mar 05, 2014","135.6503","135.9772","136.1432","135.4217","-","-0.24%"
"Mar 04, 2014","135.9772","135.3445","135.9930","134.5375","-","0.47%"
"Mar 03, 2014","135.3445","133.9783","135.8216","133.9783","-","1.02%"
"Feb 28, 2014","133.9783","133.3316","134.0570","132.8249","-","0.49%"
"Feb 27, 2014","133.3316","133.4814","134.0230","133.0237","-","-0.11%"
"Feb 26, 2014","133.4814","133.9642","133.9642","133.3304","-","-0.36%"
"Feb 25, 2014","133.9642","133.8928","134.1531","133.1774","-","0.05%"
"Feb 24, 2014","133.8928","133.6884","134.4524","133.4616","-","0.15%"
"Feb 21, 2014","133.6884","133.3539","133.7527","132.9995","-","0.25%"
"Feb 20, 2014","133.3539","133.7110","133.7110","132.6838","-","-0.27%"
"Feb 19, 2014","133.7110","132.8354","133.7216","132.6343","-","0.66%"
"Feb 18, 2014","132.8354","130.6566","132.8780","130.6566","-","1.67%"
"Feb 14, 2014","130.6566","130.0861","130.8931","130.0861","-","0.44%"
"Feb 13, 2014","130.0861","129.3286","130.1085","129.0537","-","0.59%"
"Feb 12, 2014","129.3286","128.8483","129.8730","128.8104","-","0.37%"
"Feb 11, 2014","128.8483","127.9090","128.9179","127.8900","-","0.73%"
"Feb 10, 2014","127.9090","128.4797","128.7308","127.8525","-","-0.44%"
"Feb 07, 2014","128.4797","128.0807","128.7754","127.5803","-","0.31%"
"Feb 06, 2014","128.0807","128.0728","129.6342","127.9398","-","0.01%"
"Feb 05, 2014","128.0728","128.3395","129.9068","127.9289","-","-0.21%"
"Feb 04, 2014","128.3395","126.4020","128.3823","126.4020","-","1.53%"
"Feb 03, 2014","126.4020","126.1206","126.5773","125.6454","-","0.22%"
"Jan 31, 2014","126.1206","126.3308","126.3308","125.6205","-","-0.17%"
"Jan 30, 2014","126.3308","127.5899","127.5899","126.3181","-","-0.99%"
"Jan 29, 2014","127.5899","126.3838","127.6673","126.1782","-","0.95%"
"Jan 28, 2014","126.3838","125.5139","126.4488","125.5139","-","0.69%"
"Jan 27, 2014","125.5139","127.0015","127.6397","125.3028","-","-1.17%"
"Jan 24, 2014","127.0015","125.9735","127.1769","125.9735","-","0.82%"
"Jan 23, 2014","125.9735","125.7739","126.9457","125.6410","-","0.16%"
"Jan 22, 2014","125.7739","124.9510","125.8657","124.9510","-","0.66%"
"Jan 21, 2014","124.9510","125.1627","125.2672","124.7252","-","-0.17%"
"Jan 17, 2014","125.1627","125.1452","125.3366","124.8097","-","0.01%"
"Jan 16, 2014","125.1452","124.9080","125.6652","124.8630","-","0.19%"
"Jan 15, 2014","124.9080","124.7998","125.3145","124.4382","-","0.09%"
"Jan 14, 2014","124.7998","124.5161","124.9034","124.2243","-","0.23%"
"Jan 13, 2014","124.5161","124.5161","124.5161","124.5161","-","0.71%"
"Jan 10, 2014","123.6354","122.3268","123.8518","122.3268","-","1.07%"
"Jan 09, 2014","122.3268","123.6805","123.7833","122.2242","-","-1.09%"
"Jan 08, 2014","123.6805","124.8693","125.0995","123.5833","-","-0.95%"
"Jan 07, 2014","124.8693","125.0550","125.5497","124.7728","-","-0.15%"
"Jan 06, 2014","125.0550","124.9538","125.3282","124.8771","-","0.12%"
"Jan 03, 2014","124.9074","125.4024","125.4909","124.6661","-","-0.39%"
"Jan 02, 2014","125.4024","125.7515","126.4602","125.3641","-","-0.28%"
"Dec 31, 2013","125.7515","127.1369","127.1369","125.6648","-","-1.09%"
"Dec 30, 2013","127.1369","127.6106","127.8315","127.0714","-","-0.37%"
"Dec 27, 2013","127.6106","127.4828","127.9829","127.3490","-","0.10%"
"Dec 26, 2013","127.4828","127.4848","127.8017","127.2860","-","-0.00%"
"Dec 24, 2013","127.4848","127.3361","127.6621","127.1928","-","0.12%"
"Dec 23, 2013","127.3361","127.5852","127.9514","127.2953","-","-0.20%"
"Dec 20, 2013","127.5852","126.7319","127.7396","126.6936","-","0.67%"
"Dec 19, 2013","126.7319","126.0287","126.7995","125.7246","-","0.56%"
"Dec 18, 2013","126.0287","126.0405","126.4593","125.8710","-","-0.01%"
"Dec 17, 2013","126.0405","126.3384","126.4363","125.6759","-","-0.24%"
"Dec 16, 2013","126.3384","126.1128","126.6594","125.5811","-","0.18%"
"Dec 13, 2013","126.1128","126.3287","126.3287","125.8573","-","-0.17%"
"Dec 12, 2013","126.3287","127.0614","127.2382","125.9126","-","-0.58%"
"Dec 11, 2013","127.0614","126.5226","127.0973","126.2492","-","0.43%"
"Dec 10, 2013","126.5226","125.9848","126.9887","125.9848","-","0.43%"
"Dec 09, 2013","125.9848","125.3806","126.2114","125.3806","-","0.48%"
"Dec 06, 2013","125.3806","125.2247","125.8878","125.0219","-","0.12%"
"Dec 05, 2013","125.2247","125.0502","125.4114","124.4891","-","0.14%"
"Dec 04, 2013","125.0502","124.2091","125.3832","124.2091","-","0.68%"
"Dec 03, 2013","124.2091","123.8908","124.4055","123.4640","-","0.26%"
"Dec 02, 2013","123.8908","124.2192","124.3325","123.4491","-","-0.26%"
"Nov 29, 2013","124.2192","123.5528","124.6415","123.5528","-","0.54%"
"Nov 27, 2013","123.5528","123.7923","124.2823","123.4798","-","-0.22%"
"Nov 26, 2013","123.8313","123.8940","124.2801","123.3862","-","-0.05%"
"Nov 25, 2013","123.8940","123.8111","124.2153","123.1887","-","0.07%"
"Nov 22, 2013","123.8111","123.2898","123.9894","123.2426","-","0.42%"
"Nov 21, 2013","123.2898","122.4267","123.5667","122.2030","-","0.70%"
"Nov 20, 2013","122.4267","122.0029","122.5091","122.0029","-","0.35%"
"Nov 19, 2013","122.0029","122.4156","122.6236","122.0029","-","-0.34%"
"Nov 18, 2013","122.4156","123.2125","123.3437","122.3944","-","-0.65%"
"Nov 15, 2013","123.2125","123.2266","123.5207","123.0263","-","-0.01%"
"Nov 14, 2013","123.2266","122.8297","123.4188","122.5861","-","0.32%"
"Nov 13, 2013","122.8297","123.1134","123.4606","122.7705","-","-0.23%"
"Nov 12, 2013","123.1134","123.5324","123.8971","123.0005","-","-0.34%"
"Nov 11, 2013","123.5324","123.2578","123.6683","123.1805","-","0.22%"
"Nov 08, 2013","123.2578","122.6904","123.2735","122.3680","-","0.46%"
"Nov 07, 2013","122.6904","122.9962","123.3675","122.6400","-","-0.25%"
"Nov 06, 2013","122.9962","122.7982","123.5008","122.7982","-","0.17%"
"Nov 05, 2013","122.7904","123.1991","123.3485","122.7103","-","-0.33%"
"Nov 04, 2013","123.1991","123.8667","123.8667","123.0967","-","-0.54%"
"Nov 01, 2013","123.8667","125.2281","125.4584","123.8041","-","-1.09%"
"Oct 31, 2013","125.2281","126.6351","126.6351","125.1943","-","-1.11%"
"Oct 30, 2013","126.6351","126.4931","127.0071","126.3663","-","0.11%"
"Oct 29, 2013","126.4931","126.9081","126.9604","126.2742","-","-0.33%"
"Oct 28, 2013","126.9081","127.5148","127.5148","126.7793","-","-0.48%"
"Oct 25, 2013","127.5148","127.1920","127.5857","126.7235","-","0.25%"
"Oct 24, 2013","127.1920","127.1134","127.4837","126.5583","-","0.06%"
"Oct 23, 2013","127.1134","128.1140","128.1506","127.0654","-","-0.78%"
"Oct 22, 2013","128.1140","128.1176","128.7663","127.8586","-","-0.00%"
"Oct 21, 2013","128.1176","128.6925","129.1130","128.0613","-","-0.45%"
"Oct 18, 2013","128.6925","128.1914","128.9205","128.1047","-","0.39%"
"Oct 17, 2013","128.1914","128.2550","128.8506","127.9838","-","-0.05%"
"Oct 16, 2013","128.2550","127.7575","128.7758","127.7575","-","0.39%"
"Oct 15, 2013","127.7575","128.3229","128.4137","127.5257","-","-0.44%"
"Oct 14, 2013","128.3229","127.7841","128.4352","127.7841","-","0.42%"
"Oct 11, 2013","127.7841","128.1717","128.1717","127.2409","-","-0.30%"
"Oct 10, 2013","128.1717","127.4037","128.5466","127.4037","-","0.60%"
"Oct 09, 2013","127.4037","128.5172","128.5172","127.1939","-","-0.87%"
"Oct 08, 2013","128.5172","128.1128","128.9799","128.1128","-","0.32%"
"Oct 07, 2013","128.1058","127.2601","128.2784","126.8776","-","0.66%"
"Oct 04, 2013","127.2601","126.9106","127.4159","126.7485","-","0.28%"
"Oct 03, 2013","126.9106","127.2250","127.4632","126.8018","-","-0.25%"
"Oct 02, 2013","127.2250","126.2813","127.4447","125.8492","-","0.75%"
"Oct 01, 2013","126.2813","127.1103","127.1904","125.8250","-","-0.65%"
"Sep 30, 2013","127.1103","128.0086","128.0086","126.9030","-","-0.70%"
"Sep 27, 2013","128.0086","127.8105","128.3194","127.5966","-","0.15%"
"Sep 26, 2013","127.8105","127.4462","127.8874","127.1612","-","0.29%"
"Sep 25, 2013","127.4462","126.8541","127.8558","126.8541","-","0.47%"
"Sep 24, 2013","126.8541","127.5868","127.6728","126.6302","-","-0.57%"
"Sep 23, 2013","127.5868","128.2940","128.2940","127.4869","-","-0.55%"
"Sep 20, 2013","128.2940","130.0015","130.0015","128.1533","-","-1.31%"
"Sep 19, 2013","130.0015","128.9249","130.9920","128.9249","-","0.84%"
"Sep 18, 2013","128.9249","128.0217","129.4136","127.7253","-","0.71%"
"Sep 17, 2013","128.0217","128.8947","129.2982","127.8184","-","-0.68%"
"Sep 16, 2013","128.8947","129.3204","129.5656","128.4649","-","-0.33%"
"Sep 13, 2013","129.3204","129.9055","129.9055","129.0159","-","-0.45%"
"Sep 12, 2013","129.9055","129.4282","129.9366","128.6485","-","0.37%"
"Sep 11, 2013","129.4282","129.2947","129.7671","129.0688","-","0.10%"
"Sep 10, 2013","129.2947","130.3404","130.3404","128.9034","-","-0.80%"
"Sep 09, 2013","130.3404","130.7701","130.9473","130.1773","-","-0.33%"
"Sep 06, 2013","130.7701","129.7738","130.8355","129.7738","-","0.77%"
"Sep 05, 2013","129.7738","130.2919","130.5310","129.3642","-","-0.40%"
"Sep 04, 2013","130.2919","131.6531","131.6531","129.9876","-","-1.03%"
"Sep 03, 2013","131.6531","130.4445","132.0100","130.4445","-","0.93%"
"Aug 30, 2013","130.4445","131.6248","131.6248","130.2812","-","-0.90%"
"Aug 29, 2013","131.6248","132.3689","132.3689","131.2179","-","-0.56%"
"Aug 28, 2013","132.3689","132.2671","133.6283","131.9909","-","0.08%"
"Aug 27, 2013","132.2671","131.4466","132.6203","131.3545","-","0.62%"
"Aug 26, 2013","131.4466","130.1809","131.7922","130.1809","-","0.97%"
"Aug 23, 2013","130.1809","128.9987","130.3360","128.9987","-","0.92%"
"Aug 22, 2013","128.9987","129.0703","129.5020","128.9335","-","-0.06%"
"Aug 21, 2013","129.0703","129.4884","129.7719","128.9661","-","-0.32%"
